"","country","year","series","value"
"830","Grenada",2010,"Tourist/visitor arrivals (thousands)",110
"831","Grenada",2016,"Tourist/visitor arrivals (thousands)",156
"832","Grenada",2017,"Tourist/visitor arrivals (thousands)",168
"833","Grenada",2018,"Tourist/visitor arrivals (thousands)",185
"834","Grenada",1995,"Tourism expenditure (millions of US dollars)",76
"835","Grenada",2005,"Tourism expenditure (millions of US dollars)",71
"836","Grenada",2010,"Tourism expenditure (millions of US dollars)",112
"837","Grenada",2016,"Tourism expenditure (millions of US dollars)",437
"838","Grenada",2017,"Tourism expenditure (millions of US dollars)",482
"839","Grenada",2018,"Tourism expenditure (millions of US dollars)",548
"840","Guadeloupe",1995,"Tourist/visitor arrivals (thousands)",640
"841","Guadeloupe",2005,"Tourist/visitor arrivals (thousands)",372
"842","Guadeloupe",2010,"Tourist/visitor arrivals (thousands)",392
"843","Guadeloupe",2016,"Tourist/visitor arrivals (thousands)",581
"844","Guadeloupe",2017,"Tourist/visitor arrivals (thousands)",650
"845","Guadeloupe",2018,"Tourist/visitor arrivals (thousands)",735
"846","Guadeloupe",1995,"Tourism expenditure (millions of US dollars)",458
"847","Guadeloupe",2005,"Tourism expenditure (millions of US dollars)",306
"848","Guadeloupe",2010,"Tourism expenditure (millions of US dollars)",510
"849","Guadeloupe",2018,"Tourism expenditure (millions of US dollars)",860
"850","Guam",1995,"Tourist/visitor arrivals (thousands)",1362
"851","Guam",2005,"Tourist/visitor arrivals (thousands)",1228
"852","Guam",2010,"Tourist/visitor arrivals (thousands)",1197
"853","Guam",2016,"Tourist/visitor arrivals (thousands)",1536
"854","Guam",2017,"Tourist/visitor arrivals (thousands)",1545
"855","Guam",2018,"Tourist/visitor arrivals (thousands)",1549
"856","Guatemala",2010,"Tourist/visitor arrivals (thousands)",1119
"857","Guatemala",2016,"Tourist/visitor arrivals (thousands)",1585
"858","Guatemala",2017,"Tourist/visitor arrivals (thousands)",1660
"859","Guatemala",2018,"Tourist/visitor arrivals (thousands)",1781
"860","Guatemala",1995,"Tourism expenditure (millions of US dollars)",213
"861","Guatemala",2005,"Tourism expenditure (millions of US dollars)",791
"862","Guatemala",2010,"Tourism expenditure (millions of US dollars)",1378
"863","Guatemala",2016,"Tourism expenditure (millions of US dollars)",1550
"864","Guatemala",2017,"Tourism expenditure (millions of US dollars)",1566
"865","Guatemala",2018,"Tourism expenditure (millions of US dollars)",1549
"866","Guinea",2005,"Tourist/visitor arrivals (thousands)",45
"867","Guinea",2010,"Tourist/visitor arrivals (thousands)",12.4
"868","Guinea",2016,"Tourist/visitor arrivals (thousands)",63
"869","Guinea",2017,"Tourist/visitor arrivals (thousands)",99
"870","Guinea",1995,"Tourism expenditure (millions of US dollars)",0.911
"871","Guinea",2010,"Tourism expenditure (millions of US dollars)",2.04
"872","Guinea",2016,"Tourism expenditure (millions of US dollars)",16.6
"873","Guinea",2017,"Tourism expenditure (millions of US dollars)",16.6
"874","Guinea",2018,"Tourism expenditure (millions of US dollars)",7.7
"875","Guinea-Bissau",2005,"Tourist/visitor arrivals (thousands)",5
"876","Guinea-Bissau",2010,"Tourist/visitor arrivals (thousands)",22.3
"877","Guinea-Bissau",2016,"Tourist/visitor arrivals (thousands)",45.2
"878","Guinea-Bissau",2005,"Tourism expenditure (millions of US dollars)",1.6
"879","Guinea-Bissau",2010,"Tourism expenditure (millions of US dollars)",13.3
"880","Guinea-Bissau",2016,"Tourism expenditure (millions of US dollars)",11.5
"881","Guinea-Bissau",2017,"Tourism expenditure (millions of US dollars)",16.3
"882","Guinea-Bissau",2018,"Tourism expenditure (millions of US dollars)",19.8
"883","Guyana",1995,"Tourist/visitor arrivals (thousands)",106
"884","Guyana",2005,"Tourist/visitor arrivals (thousands)",117
"885","Guyana",2010,"Tourist/visitor arrivals (thousands)",152
"886","Guyana",2016,"Tourist/visitor arrivals (thousands)",235
"887","Guyana",2017,"Tourist/visitor arrivals (thousands)",247
"888","Guyana",2018,"Tourist/visitor arrivals (thousands)",287
"889","Guyana",1995,"Tourism expenditure (millions of US dollars)",33
"890","Guyana",2005,"Tourism expenditure (millions of US dollars)",35
"891","Guyana",2010,"Tourism expenditure (millions of US dollars)",80
"892","Guyana",2016,"Tourism expenditure (millions of US dollars)",104
"893","Guyana",2017,"Tourism expenditure (millions of US dollars)",95
"894","Guyana",2018,"Tourism expenditure (millions of US dollars)",28
"895","Haiti",1995,"Tourist/visitor arrivals (thousands)",145
"896","Haiti",2005,"Tourist/visitor arrivals (thousands)",112
"897","Haiti",2010,"Tourist/visitor arrivals (thousands)",255
"898","Haiti",2016,"Tourist/visitor arrivals (thousands)",445
"899","Haiti",2017,"Tourist/visitor arrivals (thousands)",467
"900","Haiti",2018,"Tourist/visitor arrivals (thousands)",447
"901","Haiti",1995,"Tourism expenditure (millions of US dollars)",90
"902","Haiti",2005,"Tourism expenditure (millions of US dollars)",80
"903","Haiti",2010,"Tourism expenditure (millions of US dollars)",383
"904","Haiti",2016,"Tourism expenditure (millions of US dollars)",511
"905","Haiti",2017,"Tourism expenditure (millions of US dollars)",460
"906","Haiti",2018,"Tourism expenditure (millions of US dollars)",620
"907","Honduras",1995,"Tourist/visitor arrivals (thousands)",271
"908","Honduras",2005,"Tourist/visitor arrivals (thousands)",673
"909","Honduras",2010,"Tourist/visitor arrivals (thousands)",863
"910","Honduras",2016,"Tourist/visitor arrivals (thousands)",838
"911","Honduras",2017,"Tourist/visitor arrivals (thousands)",851
"912","Honduras",1995,"Tourism expenditure (millions of US dollars)",85
"913","Honduras",2005,"Tourism expenditure (millions of US dollars)",465
"914","Honduras",2010,"Tourism expenditure (millions of US dollars)",626.7
"915","Honduras",2016,"Tourism expenditure (millions of US dollars)",700
"916","Honduras",2017,"Tourism expenditure (millions of US dollars)",722
"917","Honduras",2018,"Tourism expenditure (millions of US dollars)",745
"918","Hungary",2005,"Tourist/visitor arrivals (thousands)",9979
"919","Hungary",2010,"Tourist/visitor arrivals (thousands)",9510
"920","Hungary",2016,"Tourist/visitor arrivals (thousands)",15255
"921","Hungary",2017,"Tourist/visitor arrivals (thousands)",15785
"922","Hungary",2018,"Tourist/visitor arrivals (thousands)",17552
"923","Hungary",1995,"Tourism expenditure (millions of US dollars)",2938
"924","Hungary",2005,"Tourism expenditure (millions of US dollars)",4761
"925","Hungary",2010,"Tourism expenditure (millions of US dollars)",6595
"926","Hungary",2016,"Tourism expenditure (millions of US dollars)",7481
"927","Hungary",2017,"Tourism expenditure (millions of US dollars)",8448
"928","Hungary",2018,"Tourism expenditure (millions of US dollars)",9595
"929","Iceland",1995,"Tourist/visitor arrivals (thousands)",190
"930","Iceland",2005,"Tourist/visitor arrivals (thousands)",374
"931","Iceland",2010,"Tourist/visitor arrivals (thousands)",489
"932","Iceland",2016,"Tourist/visitor arrivals (thousands)",1792
"933","Iceland",2017,"Tourist/visitor arrivals (thousands)",2225
"934","Iceland",2018,"Tourist/visitor arrivals (thousands)",2343.8
"935","Iceland",1995,"Tourism expenditure (millions of US dollars)",186
"936","Iceland",2005,"Tourism expenditure (millions of US dollars)",413
"937","Iceland",2010,"Tourism expenditure (millions of US dollars)",562
"938","Iceland",2016,"Tourism expenditure (millions of US dollars)",2411
"939","Iceland",2017,"Tourism expenditure (millions of US dollars)",3024
"940","Iceland",2018,"Tourism expenditure (millions of US dollars)",3128
"941","India",1995,"Tourist/visitor arrivals (thousands)",2124
"942","India",2005,"Tourist/visitor arrivals (thousands)",3919
"943","India",2010,"Tourist/visitor arrivals (thousands)",5776
"944","India",2016,"Tourist/visitor arrivals (thousands)",14570
"945","India",2017,"Tourist/visitor arrivals (thousands)",15543
"946","India",2018,"Tourist/visitor arrivals (thousands)",17423
"947","India",2005,"Tourism expenditure (millions of US dollars)",7659
"948","India",2016,"Tourism expenditure (millions of US dollars)",23111
"949","India",2017,"Tourism expenditure (millions of US dollars)",27878
"950","India",2018,"Tourism expenditure (millions of US dollars)",29143
"951","Indonesia",1995,"Tourist/visitor arrivals (thousands)",4324
"952","Indonesia",2005,"Tourist/visitor arrivals (thousands)",5002
"953","Indonesia",2010,"Tourist/visitor arrivals (thousands)",7003
"954","Indonesia",2016,"Tourist/visitor arrivals (thousands)",11519
"955","Indonesia",2017,"Tourist/visitor arrivals (thousands)",14040
"956","Indonesia",2018,"Tourist/visitor arrivals (thousands)",15810
"957","Indonesia",2005,"Tourism expenditure (millions of US dollars)",5094
"958","Indonesia",2010,"Tourism expenditure (millions of US dollars)",7618
"959","Indonesia",2016,"Tourism expenditure (millions of US dollars)",12566
"960","Indonesia",2017,"Tourism expenditure (millions of US dollars)",14691
"961","Indonesia",2018,"Tourism expenditure (millions of US dollars)",15600
"962","Iran (Islamic Republic of)",1995,"Tourist/visitor arrivals (thousands)",568
"963","Iran (Islamic Republic of)",2010,"Tourist/visitor arrivals (thousands)",2938
"964","Iran (Islamic Republic of)",2016,"Tourist/visitor arrivals (thousands)",4942
"965","Iran (Islamic Republic of)",2017,"Tourist/visitor arrivals (thousands)",4867
"966","Iran (Islamic Republic of)",2018,"Tourist/visitor arrivals (thousands)",7295
"967","Iran (Islamic Republic of)",1995,"Tourism expenditure (millions of US dollars)",205
"968","Iran (Islamic Republic of)",2005,"Tourism expenditure (millions of US dollars)",1025
"969","Iran (Islamic Republic of)",2010,"Tourism expenditure (millions of US dollars)",2631
"970","Iran (Islamic Republic of)",2016,"Tourism expenditure (millions of US dollars)",3914
"971","Iran (Islamic Republic of)",2017,"Tourism expenditure (millions of US dollars)",4632
"972","Iraq",1995,"Tourist/visitor arrivals (thousands)",61
"973","Iraq",2010,"Tourist/visitor arrivals (thousands)",1518
"974","Iraq",2005,"Tourism expenditure (millions of US dollars)",186
"975","Iraq",2010,"Tourism expenditure (millions of US dollars)",1736
"976","Iraq",2016,"Tourism expenditure (millions of US dollars)",3120
"977","Iraq",2017,"Tourism expenditure (millions of US dollars)",2959
"978","Iraq",2018,"Tourism expenditure (millions of US dollars)",1986
"979","Ireland",1995,"Tourist/visitor arrivals (thousands)",4818
"980","Ireland",2005,"Tourist/visitor arrivals (thousands)",7333
"981","Ireland",2010,"Tourist/visitor arrivals (thousands)",7134
"982","Ireland",2016,"Tourist/visitor arrivals (thousands)",10100
"983","Ireland",2017,"Tourist/visitor arrivals (thousands)",10338
"984","Ireland",2018,"Tourist/visitor arrivals (thousands)",10926
"985","Ireland",1995,"Tourism expenditure (millions of US dollars)",2697.7927
"986","Ireland",2005,"Tourism expenditure (millions of US dollars)",6779
"987","Ireland",2010,"Tourism expenditure (millions of US dollars)",8185
"988","Ireland",2016,"Tourism expenditure (millions of US dollars)",11429
"989","Ireland",2017,"Tourism expenditure (millions of US dollars)",14294
"990","Ireland",2018,"Tourism expenditure (millions of US dollars)",14658
"991","Israel",1995,"Tourist/visitor arrivals (thousands)",2215
"992","Israel",2005,"Tourist/visitor arrivals (thousands)",1903
"993","Israel",2010,"Tourist/visitor arrivals (thousands)",2803
"994","Israel",2016,"Tourist/visitor arrivals (thousands)",2900
"995","Israel",2017,"Tourist/visitor arrivals (thousands)",3613
"996","Israel",2018,"Tourist/visitor arrivals (thousands)",4121
"997","Israel",1995,"Tourism expenditure (millions of US dollars)",3491
"998","Israel",2005,"Tourism expenditure (millions of US dollars)",2750
"999","Israel",2010,"Tourism expenditure (millions of US dollars)",5621
"1000","Israel",2016,"Tourism expenditure (millions of US dollars)",6587
"1001","Israel",2017,"Tourism expenditure (millions of US dollars)",7578
"1002","Israel",2018,"Tourism expenditure (millions of US dollars)",8073
"1003","Italy",1995,"Tourist/visitor arrivals (thousands)",31052
"1004","Italy",2005,"Tourist/visitor arrivals (thousands)",36513
"1005","Italy",2010,"Tourist/visitor arrivals (thousands)",43626
"1006","Italy",2016,"Tourist/visitor arrivals (thousands)",52372
"1007","Italy",2017,"Tourist/visitor arrivals (thousands)",58253
"1008","Italy",2018,"Tourist/visitor arrivals (thousands)",61567.2
"1009","Italy",1995,"Tourism expenditure (millions of US dollars)",30411
"1010","Italy",2005,"Tourism expenditure (millions of US dollars)",38364
"1011","Italy",2016,"Tourism expenditure (millions of US dollars)",42423
"1012","Italy",2017,"Tourism expenditure (millions of US dollars)",46719
"1013","Italy",2018,"Tourism expenditure (millions of US dollars)",51602
"1014","Jamaica",1995,"Tourist/visitor arrivals (thousands)",1147
"1015","Jamaica",2005,"Tourist/visitor arrivals (thousands)",1479
"1016","Jamaica",2010,"Tourist/visitor arrivals (thousands)",1922
"1017","Jamaica",2016,"Tourist/visitor arrivals (thousands)",2182
"1018","Jamaica",2017,"Tourist/visitor arrivals (thousands)",2353
"1019","Jamaica",2018,"Tourist/visitor arrivals (thousands)",2473
"1020","Jamaica",1995,"Tourism expenditure (millions of US dollars)",1069
"1021","Jamaica",2005,"Tourism expenditure (millions of US dollars)",1545
"1022","Jamaica",2010,"Tourism expenditure (millions of US dollars)",2001
"1023","Jamaica",2016,"Tourism expenditure (millions of US dollars)",2539
"1024","Jamaica",2017,"Tourism expenditure (millions of US dollars)",2809
"1025","Jamaica",2018,"Tourism expenditure (millions of US dollars)",3099
"1026","Japan",1995,"Tourist/visitor arrivals (thousands)",3345
"1027","Japan",2005,"Tourist/visitor arrivals (thousands)",6728
"1028","Japan",2010,"Tourist/visitor arrivals (thousands)",8611
"1029","Japan",2016,"Tourist/visitor arrivals (thousands)",24040
"1030","Japan",2017,"Tourist/visitor arrivals (thousands)",28691
"1031","Japan",2018,"Tourist/visitor arrivals (thousands)",31192
"1032","Japan",1995,"Tourism expenditure (millions of US dollars)",4894
"1033","Japan",2005,"Tourism expenditure (millions of US dollars)",15554
"1034","Japan",2010,"Tourism expenditure (millions of US dollars)",15356
"1035","Japan",2016,"Tourism expenditure (millions of US dollars)",33456
"1036","Japan",2017,"Tourism expenditure (millions of US dollars)",36978
"1037","Japan",2018,"Tourism expenditure (millions of US dollars)",45276
"1038","Jordan",1995,"Tourist/visitor arrivals (thousands)",1075
"1039","Jordan",2005,"Tourist/visitor arrivals (thousands)",2987
"1040","Jordan",2010,"Tourist/visitor arrivals (thousands)",4207
"1041","Jordan",2016,"Tourist/visitor arrivals (thousands)",3567
"1042","Jordan",2017,"Tourist/visitor arrivals (thousands)",3843.5
"1043","Jordan",2018,"Tourist/visitor arrivals (thousands)",4150
"1044","Jordan",1995,"Tourism expenditure (millions of US dollars)",973
"1045","Jordan",2005,"Tourism expenditure (millions of US dollars)",1759
"1046","Jordan",2010,"Tourism expenditure (millions of US dollars)",4390
"1047","Jordan",2016,"Tourism expenditure (millions of US dollars)",4943
"1048","Jordan",2017,"Tourism expenditure (millions of US dollars)",5549
"1049","Jordan",2018,"Tourism expenditure (millions of US dollars)",6221
"1050","Kazakhstan",2005,"Tourist/visitor arrivals (thousands)",3143
"1051","Kazakhstan",2010,"Tourist/visitor arrivals (thousands)",2991
"1052","Kazakhstan",1995,"Tourism expenditure (millions of US dollars)",155
"1053","Kazakhstan",2005,"Tourism expenditure (millions of US dollars)",801
"1054","Kazakhstan",2010,"Tourism expenditure (millions of US dollars)",1236
"1055","Kazakhstan",2016,"Tourism expenditure (millions of US dollars)",2038
"1056","Kazakhstan",2017,"Tourism expenditure (millions of US dollars)",2356
"1057","Kazakhstan",2018,"Tourism expenditure (millions of US dollars)",2651
"1058","Kenya",1995,"Tourist/visitor arrivals (thousands)",918
"1059","Kenya",2005,"Tourist/visitor arrivals (thousands)",1399
"1060","Kenya",2010,"Tourist/visitor arrivals (thousands)",1470
"1061","Kenya",2016,"Tourist/visitor arrivals (thousands)",1268
"1062","Kenya",2017,"Tourist/visitor arrivals (thousands)",1364
"1063","Kenya",1995,"Tourism expenditure (millions of US dollars)",785
"1064","Kenya",2005,"Tourism expenditure (millions of US dollars)",969
"1065","Kenya",2010,"Tourism expenditure (millions of US dollars)",1620
"1066","Kenya",2016,"Tourism expenditure (millions of US dollars)",1471
"1067","Kenya",2017,"Tourism expenditure (millions of US dollars)",1564
"1068","Kiribati",1995,"Tourist/visitor arrivals (thousands)",3.9
"1069","Kiribati",2005,"Tourist/visitor arrivals (thousands)",4.1
"1070","Kiribati",2010,"Tourist/visitor arrivals (thousands)",4.7
"1071","Kiribati",2016,"Tourist/visitor arrivals (thousands)",5.7
"1072","Kiribati",2017,"Tourist/visitor arrivals (thousands)",5.8
"1073","Kiribati",2018,"Tourist/visitor arrivals (thousands)",7.1
"1074","Kiribati",2010,"Tourism expenditure (millions of US dollars)",4.3
"1075","Kiribati",2016,"Tourism expenditure (millions of US dollars)",2.8
"1076","Kiribati",2017,"Tourism expenditure (millions of US dollars)",4.1
"1077","Kuwait",1995,"Tourist/visitor arrivals (thousands)",1443
"1078","Kuwait",2005,"Tourist/visitor arrivals (thousands)",3474
"1079","Kuwait",2010,"Tourist/visitor arrivals (thousands)",5208
"1080","Kuwait",2016,"Tourist/visitor arrivals (thousands)",7055
"1081","Kuwait",2017,"Tourist/visitor arrivals (thousands)",7407
"1082","Kuwait",2018,"Tourist/visitor arrivals (thousands)",8508
"1083","Kuwait",1995,"Tourism expenditure (millions of US dollars)",307
"1084","Kuwait",2005,"Tourism expenditure (millions of US dollars)",413
"1085","Kuwait",2010,"Tourism expenditure (millions of US dollars)",574
"1086","Kuwait",2016,"Tourism expenditure (millions of US dollars)",831
"1087","Kuwait",2017,"Tourism expenditure (millions of US dollars)",643
"1088","Kuwait",2018,"Tourism expenditure (millions of US dollars)",919
"1089","Kyrgyzstan",2005,"Tourist/visitor arrivals (thousands)",319
"1090","Kyrgyzstan",2010,"Tourist/visitor arrivals (thousands)",1224
"1091","Kyrgyzstan",2016,"Tourist/visitor arrivals (thousands)",3853
"1092","Kyrgyzstan",2017,"Tourist/visitor arrivals (thousands)",4568
"1093","Kyrgyzstan",2018,"Tourist/visitor arrivals (thousands)",6947
"1094","Kyrgyzstan",2005,"Tourism expenditure (millions of US dollars)",94
"1095","Kyrgyzstan",2010,"Tourism expenditure (millions of US dollars)",212
"1096","Kyrgyzstan",2016,"Tourism expenditure (millions of US dollars)",477
"1097","Kyrgyzstan",2017,"Tourism expenditure (millions of US dollars)",480
"1098","Kyrgyzstan",2018,"Tourism expenditure (millions of US dollars)",487
"1099","Lao People's Dem. Rep.",1995,"Tourist/visitor arrivals (thousands)",60
"1100","Lao People's Dem. Rep.",2005,"Tourist/visitor arrivals (thousands)",672
"1101","Lao People's Dem. Rep.",2010,"Tourist/visitor arrivals (thousands)",1670
"1102","Lao People's Dem. Rep.",2016,"Tourist/visitor arrivals (thousands)",3315
"1103","Lao People's Dem. Rep.",2017,"Tourist/visitor arrivals (thousands)",3257
"1104","Lao People's Dem. Rep.",2018,"Tourist/visitor arrivals (thousands)",3770
"1105","Lao People's Dem. Rep.",1995,"Tourism expenditure (millions of US dollars)",52
"1106","Lao People's Dem. Rep.",2005,"Tourism expenditure (millions of US dollars)",143
"1107","Lao People's Dem. Rep.",2010,"Tourism expenditure (millions of US dollars)",385
"1108","Lao People's Dem. Rep.",2016,"Tourism expenditure (millions of US dollars)",717
"1109","Lao People's Dem. Rep.",2017,"Tourism expenditure (millions of US dollars)",655
"1110","Lao People's Dem. Rep.",2018,"Tourism expenditure (millions of US dollars)",757
"1111","Latvia",1995,"Tourist/visitor arrivals (thousands)",539
"1112","Latvia",2005,"Tourist/visitor arrivals (thousands)",1116
"1113","Latvia",2010,"Tourist/visitor arrivals (thousands)",1373
"1114","Latvia",2016,"Tourist/visitor arrivals (thousands)",1793
"1115","Latvia",2017,"Tourist/visitor arrivals (thousands)",1949
"1116","Latvia",2018,"Tourist/visitor arrivals (thousands)",1946
"1117","Latvia",1995,"Tourism expenditure (millions of US dollars)",37
"1118","Latvia",2005,"Tourism expenditure (millions of US dollars)",446
"1119","Lebanon",1995,"Tourist/visitor arrivals (thousands)",450
"1120","Lebanon",2005,"Tourist/visitor arrivals (thousands)",1140
"1121","Lebanon",2010,"Tourist/visitor arrivals (thousands)",2168
"1122","Lebanon",2016,"Tourist/visitor arrivals (thousands)",1688
"1123","Lebanon",2017,"Tourist/visitor arrivals (thousands)",1857
"1124","Lebanon",2018,"Tourist/visitor arrivals (thousands)",1964
"1125","Lebanon",1995,"Tourism expenditure (millions of US dollars)",710
"1126","Lebanon",2005,"Tourism expenditure (millions of US dollars)",5969
"1127","Lebanon",2010,"Tourism expenditure (millions of US dollars)",8026
"1128","Lebanon",2016,"Tourism expenditure (millions of US dollars)",7373
"1129","Lebanon",2017,"Tourism expenditure (millions of US dollars)",8086
"1130","Lebanon",2018,"Tourism expenditure (millions of US dollars)",8694
"1131","Lesotho",1995,"Tourist/visitor arrivals (thousands)",209
"1132","Lesotho",2005,"Tourist/visitor arrivals (thousands)",304
"1133","Lesotho",2010,"Tourist/visitor arrivals (thousands)",426
"1134","Lesotho",2016,"Tourist/visitor arrivals (thousands)",1196
"1135","Lesotho",2017,"Tourist/visitor arrivals (thousands)",1137
"1136","Lesotho",2018,"Tourist/visitor arrivals (thousands)",1173
"1137","Lesotho",1995,"Tourism expenditure (millions of US dollars)",27
"1138","Lesotho",2005,"Tourism expenditure (millions of US dollars)",27
"1139","Lesotho",2010,"Tourism expenditure (millions of US dollars)",23
"1140","Lesotho",2016,"Tourism expenditure (millions of US dollars)",48
"1141","Lesotho",2017,"Tourism expenditure (millions of US dollars)",23
"1142","Lesotho",2018,"Tourism expenditure (millions of US dollars)",24
"1143","Liberia",2005,"Tourism expenditure (millions of US dollars)",67
"1144","Libya",2005,"Tourist/visitor arrivals (thousands)",81
"1145","Libya",1995,"Tourism expenditure (millions of US dollars)",4
"1146","Libya",2005,"Tourism expenditure (millions of US dollars)",301
"1147","Libya",2010,"Tourism expenditure (millions of US dollars)",170
"1148","Liechtenstein",2010,"Tourist/visitor arrivals (thousands)",64.3
"1149","Liechtenstein",2016,"Tourist/visitor arrivals (thousands)",69.1
"1150","Liechtenstein",2017,"Tourist/visitor arrivals (thousands)",79.3
"1151","Liechtenstein",2018,"Tourist/visitor arrivals (thousands)",85.3
"1152","Lithuania",1995,"Tourist/visitor arrivals (thousands)",650
"1153","Lithuania",2005,"Tourist/visitor arrivals (thousands)",2000
"1154","Lithuania",2010,"Tourist/visitor arrivals (thousands)",1507
"1155","Lithuania",2016,"Tourist/visitor arrivals (thousands)",2296
"1156","Lithuania",2017,"Tourist/visitor arrivals (thousands)",2523
"1157","Lithuania",2018,"Tourist/visitor arrivals (thousands)",2825
"1158","Lithuania",1995,"Tourism expenditure (millions of US dollars)",77
"1159","Lithuania",2005,"Tourism expenditure (millions of US dollars)",920
"1160","Lithuania",2010,"Tourism expenditure (millions of US dollars)",958
"1161","Lithuania",2016,"Tourism expenditure (millions of US dollars)",1210
"1162","Lithuania",2017,"Tourism expenditure (millions of US dollars)",1325
"1163","Lithuania",2018,"Tourism expenditure (millions of US dollars)",1419
"1164","Luxembourg",1995,"Tourist/visitor arrivals (thousands)",768
"1165","Luxembourg",2005,"Tourist/visitor arrivals (thousands)",913
"1166","Luxembourg",2010,"Tourist/visitor arrivals (thousands)",805
"1167","Luxembourg",2016,"Tourist/visitor arrivals (thousands)",1054
"1168","Luxembourg",2017,"Tourist/visitor arrivals (thousands)",1046
"1169","Luxembourg",2018,"Tourist/visitor arrivals (thousands)",1018
"1170","Luxembourg",2005,"Tourism expenditure (millions of US dollars)",3770
"1171","Luxembourg",2010,"Tourism expenditure (millions of US dollars)",4519
"1172","Luxembourg",2016,"Tourism expenditure (millions of US dollars)",4766
"1173","Luxembourg",2017,"Tourism expenditure (millions of US dollars)",4993
"1174","Luxembourg",2018,"Tourism expenditure (millions of US dollars)",5537
"1175","Madagascar",1995,"Tourist/visitor arrivals (thousands)",75
"1176","Madagascar",2005,"Tourist/visitor arrivals (thousands)",277
"1177","Madagascar",2010,"Tourist/visitor arrivals (thousands)",196
"1178","Madagascar",2016,"Tourist/visitor arrivals (thousands)",293
"1179","Madagascar",2017,"Tourist/visitor arrivals (thousands)",255
"1180","Madagascar",2018,"Tourist/visitor arrivals (thousands)",291
"1181","Madagascar",1995,"Tourism expenditure (millions of US dollars)",106
"1182","Madagascar",2005,"Tourism expenditure (millions of US dollars)",275
"1183","Madagascar",2010,"Tourism expenditure (millions of US dollars)",425
"1184","Madagascar",2016,"Tourism expenditure (millions of US dollars)",913
"1185","Madagascar",2017,"Tourism expenditure (millions of US dollars)",849
"1186","Madagascar",2018,"Tourism expenditure (millions of US dollars)",879
"1187","Malawi",1995,"Tourist/visitor arrivals (thousands)",192
"1188","Malawi",2005,"Tourist/visitor arrivals (thousands)",438
"1189","Malawi",2010,"Tourist/visitor arrivals (thousands)",746
"1190","Malawi",2016,"Tourist/visitor arrivals (thousands)",849
"1191","Malawi",2017,"Tourist/visitor arrivals (thousands)",837
"1192","Malawi",2018,"Tourist/visitor arrivals (thousands)",871
"1193","Malawi",1995,"Tourism expenditure (millions of US dollars)",22
"1194","Malawi",2005,"Tourism expenditure (millions of US dollars)",48
"1195","Malawi",2010,"Tourism expenditure (millions of US dollars)",45
"1196","Malawi",2016,"Tourism expenditure (millions of US dollars)",30
"1197","Malawi",2017,"Tourism expenditure (millions of US dollars)",35
"1198","Malawi",2018,"Tourism expenditure (millions of US dollars)",43
"1199","Malaysia",1995,"Tourist/visitor arrivals (thousands)",7469
"1200","Malaysia",2005,"Tourist/visitor arrivals (thousands)",16431
"1201","Malaysia",2010,"Tourist/visitor arrivals (thousands)",24577
"1202","Malaysia",2016,"Tourist/visitor arrivals (thousands)",26757
"1203","Malaysia",2017,"Tourist/visitor arrivals (thousands)",25948
"1204","Malaysia",2018,"Tourist/visitor arrivals (thousands)",25832
"1205","Malaysia",1995,"Tourism expenditure (millions of US dollars)",5044
"1206","Malaysia",2005,"Tourism expenditure (millions of US dollars)",10389
"1207","Malaysia",2010,"Tourism expenditure (millions of US dollars)",19619
"1208","Malaysia",2016,"Tourism expenditure (millions of US dollars)",19682
"1209","Malaysia",2017,"Tourism expenditure (millions of US dollars)",20311
"1210","Malaysia",2018,"Tourism expenditure (millions of US dollars)",21774
"1211","Maldives",1995,"Tourist/visitor arrivals (thousands)",315
"1212","Maldives",2005,"Tourist/visitor arrivals (thousands)",395
"1213","Maldives",2010,"Tourist/visitor arrivals (thousands)",792
"1214","Maldives",2016,"Tourist/visitor arrivals (thousands)",1286
"1215","Maldives",2017,"Tourist/visitor arrivals (thousands)",1390
"1216","Maldives",2018,"Tourist/visitor arrivals (thousands)",1484
"1217","Maldives",2016,"Tourism expenditure (millions of US dollars)",2640
"1218","Maldives",2017,"Tourism expenditure (millions of US dollars)",2771
"1219","Maldives",2018,"Tourism expenditure (millions of US dollars)",3054
"1220","Mali",2010,"Tourist/visitor arrivals (thousands)",169
"1221","Mali",2016,"Tourist/visitor arrivals (thousands)",173.2
"1222","Mali",2017,"Tourist/visitor arrivals (thousands)",193.3
"1223","Mali",1995,"Tourism expenditure (millions of US dollars)",26
"1224","Mali",2005,"Tourism expenditure (millions of US dollars)",149
"1225","Mali",2010,"Tourism expenditure (millions of US dollars)",208
"1226","Mali",2016,"Tourism expenditure (millions of US dollars)",201.6
"1227","Mali",2017,"Tourism expenditure (millions of US dollars)",206.4
"1228","Malta",1995,"Tourist/visitor arrivals (thousands)",1116
"1229","Malta",2005,"Tourist/visitor arrivals (thousands)",1171
"1230","Malta",2010,"Tourist/visitor arrivals (thousands)",1339
"1231","Malta",2016,"Tourist/visitor arrivals (thousands)",1966
"1232","Malta",2017,"Tourist/visitor arrivals (thousands)",2274
"1233","Malta",2018,"Tourist/visitor arrivals (thousands)",2599
"1234","Malta",1995,"Tourism expenditure (millions of US dollars)",656
"1235","Malta",2005,"Tourism expenditure (millions of US dollars)",755
"1236","Malta",2010,"Tourism expenditure (millions of US dollars)",1066
"1237","Malta",2016,"Tourism expenditure (millions of US dollars)",1451
